2025-10-15 18:50:50,616 - nanochat.checkpoint_manager - [32m[1mINFO[0m - No model tag provided, guessing model tag: d20
2025-10-15 18:50:50,617 - nanochat.checkpoint_manager - [32m[1mINFO[0m - Loading model from /root/.cache/nanochat/mid_checkpoints/d20 with step 765
2025-10-15 18:50:51,731 - nanochat.checkpoint_manager - [32m[1mINFO[0m - Building model with config: {'sequence_len': 2048, 'vocab_size': 65536, 'n_layer': 20, 'n_head': 10, 'n_kv_head': 10, 'n_embd': 1280}
Target examples per step: 32
Device batch size: 4
Examples per step is device_batch_size * ddp_world_size: 32
=> Setting grad accum steps: 1
Scaling the LR for the AdamW parameters ∝1/√(1280/768) = 0.774597
Muon: Grouping 80 params of shape torch.Size([1280, 1280]), device cuda:0, dtype torch.float32
Muon: Grouping 20 params of shape torch.Size([1280, 5120]), device cuda:0, dtype torch.float32
Muon: Grouping 20 params of shape torch.Size([5120, 1280]), device cuda:0, dtype torch.float32
Step 00000 | Validation loss: 1.079310
Step 00000/00651 | Training loss: 0.956052| lrm: 1.000000| num_tokens: 15,432
Step 00612/00651 | Training loss: 0.577371| lrm: 0.059908| num_tokens: 10,952
Step 00613/00651 | Training loss: 1.387831| lrm: 0.058372| num_tokens: 10,614
Step 00614/00651 | Training loss: 0.941245| lrm: 0.056836| num_tokens: 8,594
Step 00615/00651 | Training loss: 0.799709| lrm: 0.055300| num_tokens: 9,510
Step 00616/00651 | Training loss: 0.933990| lrm: 0.053763| num_tokens: 8,463
Step 00617/00651 | Training loss: 0.850922| lrm: 0.052227| num_tokens: 10,051
Step 00618/00651 | Training loss: 0.988699| lrm: 0.050691| num_tokens: 9,561
Step 00619/00651 | Training loss: 0.864451| lrm: 0.049155| num_tokens: 12,420
Step 00620/00651 | Training loss: 0.700609| lrm: 0.047619| num_tokens: 12,121
Step 00621/00651 | Training loss: 0.750393| lrm: 0.046083| num_tokens: 10,035
Step 00622/00651 | Training loss: 0.888528| lrm: 0.044547| num_tokens: 11,160
Step 00623/00651 | Training loss: 1.361608| lrm: 0.043011| num_tokens: 12,840
Step 00624/00651 | Training loss: 0.603386| lrm: 0.041475| num_tokens: 8,208
Step 00625/00651 | Training loss: 1.073857| lrm: 0.039939| num_tokens: 9,824
Step 00626/00651 | Training loss: 1.090186| lrm: 0.038402| num_tokens: 7,908
Step 00627/00651 | Training loss: 0.614522| lrm: 0.036866| num_tokens: 11,913
Step 00628/00651 | Training loss: 0.784431| lrm: 0.035330| num_tokens: 12,453
Step 00629/00651 | Training loss: 1.167070| lrm: 0.033794| num_tokens: 13,882
Step 00630/00651 | Training loss: 1.184375| lrm: 0.032258| num_tokens: 11,986
Step 00631/00651 | Training loss: 0.460805| lrm: 0.030722| num_tokens: 7,541
Step 00632/00651 | Training loss: 1.229032| lrm: 0.029186| num_tokens: 16,830
Step 00633/00651 | Training loss: 0.641908| lrm: 0.027650| num_tokens: 8,288
Step 00634/00651 | Training loss: 0.806788| lrm: 0.026114| num_tokens: 11,096
Step 00635/00651 | Training loss: 0.819370| lrm: 0.024578| num_tokens: 10,802
Step 00636/00651 | Training loss: 0.694189| lrm: 0.023041| num_tokens: 9,890
Step 00637/00651 | Training loss: 0.601532| lrm: 0.021505| num_tokens: 10,192
Step 00638/00651 | Training loss: 0.902885| lrm: 0.019969| num_tokens: 12,554
Step 00639/00651 | Training loss: 1.200251| lrm: 0.018433| num_tokens: 10,390
Step 00640/00651 | Training loss: 0.917432| lrm: 0.016897| num_tokens: 12,822
Step 00641/00651 | Training loss: 0.569727| lrm: 0.015361| num_tokens: 8,306
Step 00642/00651 | Training loss: 1.066669| lrm: 0.013825| num_tokens: 10,058
Step 00643/00651 | Training loss: 1.048385| lrm: 0.012289| num_tokens: 12,415
Step 00644/00651 | Training loss: 1.591997| lrm: 0.010753| num_tokens: 8,549
Step 00645/00651 | Training loss: 1.260044| lrm: 0.009217| num_tokens: 12,361
Step 00646/00651 | Training loss: 0.811328| lrm: 0.007680| num_tokens: 9,268
Step 00647/00651 | Training loss: 0.749003| lrm: 0.006144| num_tokens: 12,746
Step 00648/00651 | Training loss: 1.444624| lrm: 0.004608| num_tokens: 7,389
Step 00649/00651 | Training loss: 1.211644| lrm: 0.003072| num_tokens: 11,668
Step 00650 | Validation loss: 1.067340
Final: 252/1024 (24.61%)
Final: 271/1024 (26.46%)
[KRank 0 | 0/8 (0.00%)
==================================================
Final: 6/64 (9.38%)
[KRank 0 | 0/8 (0.00%)
==================================================
Final: 1/64 (1.56%)
Step 00650 | mmlu_acc: 0.246094, arc_easy_acc: 0.264648, gsm8k_acc: 0.093750, humaneval_acc: 0.015625
2025-10-15 18:56:13,330 - nanochat.checkpoint_manager - [32m[1mINFO[0m - Saved model file to: /root/.cache/nanochat/chatsft_checkpoints/d20/model_000650.pt
2025-10-15 18:56:13,331 - nanochat.checkpoint_manager - [32m[1mINFO[0m - Saved metadata file to: /root/.cache/nanochat/chatsft_checkpoints/d20/meta_000650.json
✅ Saved model checkpoint to /root/.cache/nanochat/chatsft_checkpoints/d20
